Category,Endangered?,Dangerous?,Total,male,female,no_gender,First_name,Second_name,Zoo_name
R,No,No,0.2.0,0,2,0,PAINTED,TURTLE,McFaul_environmental_center
R,No,No,1.0.0,1,0,0,SOFT-SHELLED,TURTLE,McFaul_environmental_center
R,No,No,0.0.10,0,0,10,WOOD,TURTLE,McFaul_environmental_center
B,No,No,0.1.1,0,1,1,BLUE-FRONTED,AMAZON,Popcorn_park
M,No,Yes,1.0.0,1,0,0,,BABOON,Popcorn_park
R,No,Yes,0.0.2,0,0,2,DWARF,CAIMAN,Popcorn_park
B,No,No,0.0.2,0,0,2,GOFFIN'S,COCKATOO,Popcorn_park
B,No,No,0.0.2,0,0,2,UMBRELLA,COCKATOO,Popcorn_park
M,No,No,1.0.0,1,0,0,FALLOW,DEER,Popcorn_park
M,No,Yes,0.1.0,0,1,0,RUPPELL'S,FOX,Popcorn_park
B,No,No,0.0.1,0,0,1,RED-TAILED,HAWK,Popcorn_park
M,No,Yes,1.0.0,1,0,0,RED,KANGAROO,Popcorn_park
M,No,Yes,0.1.0,0,1,0,,KINKAJOU,Popcorn_park
M,No,Yes,0.1.2,0,1,2,AFRICAN,LION,Popcorn_park
M,No,Yes,3.1.0,3,1,0,MOUNTAIN,LION,Popcorn_park
M,No,Yes,1.0.0,1,0,0,PIG-TAIL,MACAQUE,Popcorn_park
M,No,Yes,1.0.0,1,0,0,RHESUS,MACAQUE,Popcorn_park
B,No,No,0.0.1,0,0,1,BLUE & GOLD,MACAW,Popcorn_park
B,No,No,0.0.1,0,0,1,CATALINA,MACAW,Popcorn_park
B,No,No,0.0.2,0,0,2,GREEN-WINGED,MACAW,Popcorn_park
B,No,No,0.0.1,0,0,1,SEVERE,MACAW,Popcorn_park
M,No,Yes,2.2.0,2,2,0,CAPUCHIN,MONKEY,Popcorn_park
M,No,Yes,0.1.0,0,1,0,PATAS,MONKEY,Popcorn_park
M,No,No,1.0.0,1,0,0,REEVE'S,MUNTJAC,Popcorn_park
B,No,No,0.0.1,0,0,1,AFRICAN GREY,PARROT,Popcorn_park
R,No,No,0.0.1,0,0,1,BURMESE,PYTHON,Popcorn_park
M,No,Yes,1.0.0,1,0,0,AFRICAN,SERVAL,Popcorn_park
M,No,Yes,2.2.0,2,2,0,,TIGER,Popcorn_park
R,No,No,1.0.0,1,0,0,ALDABRA,TORTOISE,Popcorn_park
R,No,No,0.0.2,0,0,2,LEOPARD,TORTOISE,Popcorn_park
R,No,No,0.0.3,0,0,3,RED-FOOTED,TORTOISE,Popcorn_park
R,No,No,0.0.1,0,0,1,RUSSIAN,TORTOISE,Popcorn_park
R,No,No,0.0.2,0,0,2,SULCATA,TORTOISE,Popcorn_park
R,No,No,0.0.2,0,0,2,CHICKEN SLIDER,TURTLE,Popcorn_park
R,No,No,0.0.2,0,0,2,MAP,TURTLE,Popcorn_park
R,No,No,0.0.1,0,0,1,RED-BELLIED,TURTLE,Popcorn_park
R,No,No,0.0.9,0,0,9,RED-EARED SLIDER,TURTLE,Popcorn_park
M,No,No,2.9.1,2,9,1,,ADDAX,Six_flags
M,No,No,3.1.10,3,1,10,RED,ANKOLI,Six_flags
M,No,No,0.1.0,0,1,0,SABLE,ANTELOPE,Six_flags
M,No,No,19.19.11,19,19,11,,AOUDAD,Six_flags
M,No,Yes,27.28.65,27,28,65,ANUBIS,BABOON,Six_flags
M,No,Yes,13.14.1,13,14,1,BROWN,BEAR,Six_flags
M,No,Yes,10.25.10,10,25,10,AMERICAN,BISON,Six_flags
M,No,No,39.46.13,39,46,13,,BLACKBUCK,Six_flags
M,No,No,1.2.0,1,2,0,ASIAN WATER,BUFFALO,Six_flags
B,No,No,0.1.3,0,1,3,EAST AFRICAN,CRANE,Six_flags
M,No,No,36.44.7,36,44,7,FALLOW,DEER,Six_flags
M,No,No,7.2.16,7,2,16,,ELAND,Six_flags
M,No,Yes,0.7.0,0,7,0,AFRICAN,ELEPHANT,Six_flags
M,No,No,11.24.3,11,24,3,AMERICAN,ELK,Six_flags
B,No,No,0.0.5,0,0,5,,FLAMINGO,Six_flags
M,No,No,2.0.0,2,0,0,DAMA,GAZELLE,Six_flags
M,No,No,1.9.0,1,9,0,,GIRAFFE,Six_flags
M,No,No,1.6.1,1,6,1,WHITE-BEARDED,GNU,Six_flags
M,No,No,3.13.3,3,13,3,WHITE-TAILED,GNU,Six_flags
B,No,No,0.0.38,0,0,38,EGYPTIAN,GOOSE,Six_flags
B,No,No,0.0.1,0,0,1,SOUTHERN,HORNBILL,Six_flags
B,No,No,0.0.10,0,0,10,SACRED,IBIS,Six_flags
M,No,No,15.18.0,15,18,0,RED,KANGAROO,Six_flags
M,No,No,4.9.0,4,9,0,GREATER,KUDU,Six_flags
M,No,No,2.4.0,2,4,0,RED,LECHWE,Six_flags
M,No,Yes,11.1.0,11,1,0,AFRICAN,LION,Six_flags
M,No,No,1.5.0,1,5,0,CALIFORNIA SEA,LION,Six_flags
M,No,No,1.14.0,1,14,0,,NILGAI,Six_flags
M,No,No,1.4.0,1,4,0,BEISA,ORYX,Six_flags
M,No,No,11.23.0,11,23,0,SCIMITAR HORNED,ORYX,Six_flags
M,No,Yes,2.7.0,2,7,0,WHITE,RHINOCEROS,Six_flags
B,No,No,0.1.0,0,1,0,MARABOU,STORK,Six_flags
B,No,No,3.2.11,3,2,11,BLACK,SWAN,Six_flags
B,No,No,1.1.4,1,1,4,MUTE,SWAN,Six_flags
M,No,Yes,3.3.0,3,3,0,BENGAL,TIGER,Six_flags
M,No,Yes,2.3.0,2,3,0,SIBERIAN,TIGER,Six_flags
R,No,No,1.1.0,1,1,0,ALDABRA,TORTOISE,Six_flags
M,No,No,3.13.0,3,13,0,ELIPIS,WATERBUCK,Six_flags
M,No,No,2.7.0,2,7,0,,YAK,Six_flags
M,No,No,5.24.6,5,24,6,,ZEBRA,Six_flags
R,No,Yes,0.0.4,0,0,4,,ALLIGATOR,Space_farm
B,No,No,0.0.1,0,0,1,DOUBLE YELLOW-HEADED,AMAZON,Space_farm
M,No,No,1.1.0,1,1,0,,AOUDAD,Space_farm
M,No,Yes,2.0.0,2,0,0,,BABOON,Space_farm
M,No,No,1.1.0,1,1,0,,BADGER,Space_farm
M,No,Yes,1.1.0,1,1,0,HIMALAYAN,BEAR,Space_farm
M,No,Yes,1.2.2,1,2,2,JAPANESE BLACK,BEAR,Space_farm
M,No,Yes,2.5.0,2,5,0,SYRIAN (BROWN),BEAR,Space_farm
M,Yes,Yes,2.1.0,2,1,0,,BOBCAT,Space_farm
M,No,No,1.0.0,1,0,0,PATAGONIAN,CAVY,Space_farm
B,No,No,1.1.0,1,1,0,MOLLUCAN,COCKATOO,Space_farm
R,No,No,1.0.0,1,0,0,RED-TAILED BOA,CONSTRICTOR,Space_farm
R,No,Yes,0.0.2,0,0,2,SOUTHERN,COPPERHEAD,Space_farm
M,No,No,17.58.10,17,58,10,FALLOW,DEER,Space_farm
M,No,Yes,6.21.8,6,21,8,SIKA,DEER,Space_farm
M,No,Yes,5.5.0,5,5,0,PRAIRIE,DOG,Space_farm
M,No,Yes,1.8.3,1,8,3,AMERICAN,ELK,Space_farm
M,No,Yes,1.1.0,1,1,0,RED,FOX,Space_farm
M,No,Yes,0.1.0,0,1,0,,GENET,Space_farm
B,No,No,1.1.0,1,1,0,RED-TAILED,HAWK,Space_farm
M,No,Yes,2.1.0,2,1,0,,HYENA,Space_farm
M,No,Yes,0.0.1,0,0,1,,JAGUAR,Space_farm
M,No,No,1.1.0,1,1,0,,KANGAROO,Space_farm
R,No,No,0.0.1,0,0,1,,KINGSNAKE,Space_farm
M,Yes,Yes,3.3.0,3,3,0,RING-TAILED,LEMUR,Space_farm
M,Yes,Yes,1.1.0,1,1,0,,LEOPARD,Space_farm
M,No,Yes,1.1.0,1,1,0,AFRICAN,LION,Space_farm
M,No,Yes,1.0.0,1,0,0,MOUNTAIN,LION,Space_farm
M,No,Yes,1.0.0,1,0,0,CANADIAN,LYNX,Space_farm
M,No,No,2.0.0,2,0,0,RHESUS,MACAQUE,Space_farm
B,No,No,0.0.1,0,0,1,GREEN-WINGED,MACAW,Space_farm
R,No,Yes,0.0.3,0,0,3,COTTONMOUTH,MOCCASIN,Space_farm
M,No,No,1.1.0,1,1,0,AMERICAN,PORCUPINE,Space_farm
R,No,No,0.0.1,0,0,1,ALBINO,PYTHON,Space_farm
R,No,No,0.0.1,0,0,1,RETICULATED,PYTHON,Space_farm
R,No,Yes,0.0.7,0,0,7,CANEBREAK,RATTLESNAKE,Space_farm
M,No,Yes,1.0.0,1,0,0,AFRICAN,SERVAL,Space_farm
M,No,No,7.8.15,7,8,15,MOUFLON,SHEEP,Space_farm
R,No,No,0.0.9,0,0,9,BLACK RAT,SNAKE,Space_farm
M,No,Yes,1.2.0,1,2,0,BENGAL,TIGER,Space_farm
M,Yes,Yes,0.2.0,0,2,0,TIMBER,WOLF,Space_farm
R,No,Yes,1.0.0,1,0,0,AMERICAN,ALLIGATOR,Turtleback_zoo
R,No,No,0.0.5,0,0,5,HISPANIOLAN GIANT,ANOLE,Turtleback_zoo
M,No,No,0.1.0,0,1,0,SIX-BANDED,ARMADILLO,Turtleback_zoo
M,No,No,1.0.0,1,0,0,AFRICAN WILD,ASS,Turtleback_zoo
A,No,No,0.0.10,0,0,10,,AXOLOTL,Turtleback_zoo
M,No,Yes,0.2.0,0,2,0,NORTH AMERICAN BLACK,BEAR,Turtleback_zoo
M,No,Yes,1.2.0,1,2,0,AMERICAN,BISON,Turtleback_zoo
R,No,No,0.1.0,0,1,0,NEW GUINEA,BOA,Turtleback_zoo
R,No,No,1.0.0,1,0,0,ROSY,BOA,Turtleback_zoo
M,Yes,Yes,0.1.0,0,1,0,,BOBCAT,Turtleback_zoo
M,No,No,0.2.0,0,2,0,,CAPYBARA,Turtleback_zoo
M,No,No,0.2.0,0,2,0,LONG-TAILED,CHINCHILLA,Turtleback_zoo
B,No,No,0.1.0,0,1,0,ANDEAN,CONDOR,Turtleback_zoo
M,No,Yes,1.1.0,1,1,0,,COUGAR,Turtleback_zoo
B,No,No,1.0.0,1,0,0,WHITE-NAPED,CRANE,Turtleback_zoo
M,No,Yes,7.4.4,7,4,4,BLACK-TAILED PRAIRIE,DOG,Turtleback_zoo
B,No,No,0.0.1,0,0,1,MOURNING,DOVE,Turtleback_zoo
R,No,No,1.0.0,1,0,0,INLAND BEARDED,DRAGON,Turtleback_zoo
R,No,No,1.0.0,1,0,0,KOMODO,DRAGON,Turtleback_zoo
B,Yes,No,1.1.0,1,1,0,BALD,EAGLE,Turtleback_zoo
M,No,No,2.0.0,2,0,0,,FERRET,Turtleback_zoo
M,No,Yes,0.2.0,0,2,0,GRAY,FOX,Turtleback_zoo
M,No,Yes,0.2.0,0,2,0,RED,FOX,Turtleback_zoo
A,No,No,0.0.2,0,0,2,GREEN & BLACK POISON DART,FROG,Turtleback_zoo
A,No,No,0.0.5,0,0,5,GULFODULCEAN POISON DART,FROG,Turtleback_zoo
A,No,No,0.0.4,0,0,4,TOMATO,FROG,Turtleback_zoo
A,No,No,0.0.1,0,0,1,VIETNAMESE MOSSY,FROG,Turtleback_zoo
A,No,No,1.0.0,1,0,0,WHITE'S TREE,FROG,Turtleback_zoo
A,No,No,0.0.4,0,0,4,YELLOW & BLUE POISON DART,FROG,Turtleback_zoo
B,No,No,1.0.0,1,0,0,TAWNY,FROGMOUTH,Turtleback_zoo
R,No,No,1.2.0,1,2,0,LEOPARD,GECKO,Turtleback_zoo
M,No,Yes,2.1.0,2,1,0,WHITE CHEEKED,GIBBON,Turtleback_zoo
B,No,No,0.1.0,0,1,0,AMERICAN KESTRAL/SPARROW,HAWK,Turtleback_zoo
B,No,No,0.1.0,0,1,0,EASTERN RED-TAILED,HAWK,Turtleback_zoo
B,No,No,0.2.0,0,2,0,HARRIS/BAY WINGED,HAWK,Turtleback_zoo
M,No,No,1.1.0,1,1,0,FOUR-TOED,HEDGEHOG,Turtleback_zoo
A,No,No,0.0.1,0,0,1,,HELLBENDER,Turtleback_zoo
B,No,No,1.6.0,1,6,0,SCARLET,IBIS,Turtleback_zoo
M,No,Yes,0.1.0,0,1,0,,JAGUAR,Turtleback_zoo
B,No,No,2.0.0,2,0,0,RED,JUNGLEFOWL,Turtleback_zoo
M,No,No,3.0.0,3,0,0,EASTERN GREY,KANGAROO,Turtleback_zoo
B,No,No,1.1.0,1,1,0,LAUGHING,KOOKABURRA,Turtleback_zoo
M,No,Yes,1.1.0,1,1,0,AMUR,LEOPARD,Turtleback_zoo
M,No,Yes,1.1.0,1,1,0,SNOW,LEOPARD,Turtleback_zoo
R,No,No,1.2.0,1,2,0,CHINESE CROCODILE,LIZARD,Turtleback_zoo
R,No,Yes,0.0.1,0,0,1,MEXICAN BEADED,LIZARD,Turtleback_zoo
B,No,No,1.0.0,1,0,0,,MACAW,Turtleback_zoo
B,No,No,0.1.0,0,1,0,MILITARY,MACAW,Turtleback_zoo
B,No,No,1.1.0,1,1,0,RED-BILLED BLUE,MAGPIE,Turtleback_zoo
R,No,No,1.0.0,1,0,0,EMERALD,MONITOR,Turtleback_zoo
R,No,No,0.1.0,0,1,0,WATER,MONITOR,Turtleback_zoo
M,No,No,1.0.0,1,0,0,CHINESE,MUNTJAC,Turtleback_zoo
A,No,No,0.0.2,0,0,2,KAISER'S,NEWT,Turtleback_zoo
M,No,No,1.1.0,1,1,0,NORTH AMERICAN RIVER,OTTER,Turtleback_zoo
B,No,No,0.2.0,0,2,0,BARRED,OWL,Turtleback_zoo
B,No,No,2.0.0,2,0,0,BURROWING,OWL,Turtleback_zoo
B,No,No,0.1.1,0,1,1,EASTERN SCREECH,OWL,Turtleback_zoo
B,No,No,1.0.0,1,0,0,WESTERN SCREECH,OWL,Turtleback_zoo
M,No,No,1.1.0,1,1,0,RED,PANDA,Turtleback_zoo
B,No,No,1.1.0,1,1,0,CRESTED WOOD,PARTRIDGE,Turtleback_zoo
B,No,No,7.4.0,7,4,0,JACKASS,PENGUIN,Turtleback_zoo
B,No,No,0.1.0,0,1,0,HIMALAYAN IMPEYAN,PHEASANT,Turtleback_zoo
M,No,No,1.0.0,1,0,0,MEXICAN HAIRY DWARF,PORCUPINE,Turtleback_zoo
M,No,No,2.1.0,2,1,0,NORTH AMERICAN,PORCUPINE,Turtleback_zoo
M,No,No,0.1.0,0,1,0,PREHENSILE-TAILED,PORCUPINE,Turtleback_zoo
R,No,No,2.0.1,2,0,1,BALL [ROYAL],PYTHON,Turtleback_zoo
R,No,No,1.0.0,1,0,0,GREEN TREE,PYTHON,Turtleback_zoo
R,No,No,0.1.0,0,1,0,RETICULATED,PYTHON,Turtleback_zoo
M,No,No,1.2.0,1,2,0,EUROPEAN,RABBIT,Turtleback_zoo
R,No,No,1.0.0,1,0,0,RED MOUNTAIN,RACER,Turtleback_zoo
B,No,No,1.1.0,1,1,0,,RAVEN,Turtleback_zoo
M,No,No,2.1.0,2,1,0,CALIFORNIA,SEA LION,Turtleback_zoo
M,No,No,2.4.0,2,4,0,MOUFLON,SHEEP,Turtleback_zoo
B,No,No,0.1.0,0,1,0,SOUTH AFRICAN,SHELDUCK,Turtleback_zoo
R,No,No,1.1.0,1,1,0,BLUE-TONGUED,SKINK,Turtleback_zoo
R,No,No,0.0.1,0,0,1,FERNAND'S,SKINK,Turtleback_zoo
R,No,No,2.0.0,2,0,0,PREHENSILE-TAILED,SKINK,Turtleback_zoo
M,No,Yes,1.0.0,1,0,0,HOFFMAN'S TWO-TOED,SLOTH,Turtleback_zoo
R,Yes,No,0.2.0,0,2,0,CORN [RED RAT],SNAKE,Turtleback_zoo
R,No,No,0.0.1,0,0,1,NORTHERN PINE,SNAKE,Turtleback_zoo
R,No,No,1.0.0,1,0,0,RHINOCEROS,SNAKE,Turtleback_zoo
R,No,No,0.0.5,0,0,5,TENTACLED,SNAKE,Turtleback_zoo
B,No,No,1.1.0,1,1,0,BLACK-NECKED,SWAN,Turtleback_zoo
B,No,No,1.0.0,1,0,0,DIAMONDBACK,TERRAPIN,Turtleback_zoo
B,No,No,1.1.0,1,1,0,WHITE-CRESTED LAUGHING,THRUSH,Turtleback_zoo
A,No,No,0.0.2,0,0,2,GIANT MARINE,TOAD,Turtleback_zoo
R,No,No,2.0.0,2,0,0,AFRICAN PANCAKE,TORTOISE,Turtleback_zoo
R,No,No,2.1.0,2,1,0,ALDABRA,TORTOISE,Turtleback_zoo
R,No,No,2.0.0,2,0,0,ASIAN BROWN,TORTOISE,Turtleback_zoo
R,No,No,0.0.1,0,0,1,BELL'S HINGEBACK,TORTOISE,Turtleback_zoo
R,No,No,1.1.0,1,1,0,CENTRAL ASIAN,TORTOISE,Turtleback_zoo
R,No,No,0.0.3,0,0,3,ELONGATED,TORTOISE,Turtleback_zoo
R,No,No,1.0.0,1,0,0,GALAPAGOS,TORTOISE,Turtleback_zoo
R,No,No,1.0.0,1,0,0,LEOPARD,TORTOISE,Turtleback_zoo
R,No,No,0.1.0,0,1,0,SOUTH AMERICAN RED-FOOTED,TORTOISE,Turtleback_zoo
R,No,No,1.1.0,1,1,0,STAR,TORTOISE,Turtleback_zoo
B,No,No,1.2.0,1,2,0,SATYR,TRAGOPAN,Turtleback_zoo
R,No,No,1.0.0,1,0,0,AMERICAN RED-BELLIED,TURTLE,Turtleback_zoo
R,No,No,2.5.0,2,5,0,EASTERN BOX,TURTLE,Turtleback_zoo
R,No,No,2.1.2,2,1,2,EASTERN PAINTED,TURTLE,Turtleback_zoo
R,No,No,0.1.0,0,1,0,FLORIDA RIVER COOTER,TURTLE,Turtleback_zoo
R,No,No,2.2.0,2,2,0,RED-EARED SLIDER,TURTLE,Turtleback_zoo
R,No,No,2.0.0,2,0,0,SPINY HILL,TURTLE,Turtleback_zoo
M,No,No,5.6.0,5,6,0,RED-NECKED,WALLABY,Turtleback_zoo
M,No,Yes,3.0.0,3,0,0,GREY,WOLF,Turtleback_zoo